;D10;D50;D90;D98;Span(D90-D10)/D50;name
0;115,25823969163382;137,57705315315314;165,73129815023472;203,17505607920774;0,36687119909752264;t-S1-N-.txt
0;114,00370176157313;136,4437043896506;164,29044115243155;192,45908406272804;0,36855302057214395;t-S1-N1-.txt
0;115,8923886780269;137,87256446941862;165,47095540600077;196,00949412952247;0,35959704469681375;t-S1-N2-.txt
0;116,6863454235361;140,84902218853364;191,309109574277;263,22741044713746;0,5298067603966359;t-S1-V-.txt
0;115,40863783380019;139,0793214796283;173,81475905438242;235,7234189906544;0,41994827555394204;t-S1-V1-.txt
0;116,9015921497218;140,39523865807067;180,67473268827604;239,93514375203884;0,45424005221339625;t-S1-V2-.txt
0;109,3294677928225;131,47684334904474;161,6301309204941;196,4282502444211;0,3977937239398409;t-S2-N-.txt
0;96,63736660989692;121,38303368043088;150,76557082944348;167,85766465780972;0,44592891261930123;t-S2-N1-.txt
